production,movie_title 
" Paramount Vantage, Plan B Entertainment, Revolution Films",A Mighty Heart
" Hoot Productions LLC, The Kennedy/Marshall Company, Walden Media",Hoot
" Focus Features, Film4, Blueprint Pictures",In Bruges
" Motion Picture Corporation of America (MPCA), International West Pictures (IWP), ApolloMedia Distribution",Boat Trip
" Hallmark Entertainment, Hallmark Hall of Fame Productions",The Love Letter
" Columbia Pictures Corporation, Phoenix Pictures, I'll Be You Productions",Whatever It Takes
" CBS Paramount Network Television, Crescent Entertainment, Dead Zone Production",The Dead Zone            
" Miramax, Ealing Studios, Film Council",The Importance of Being Earnest
" Fox Atomic, Cold Spring Pictures, The Montecito Picture Company",Post Grad
" Focus Features, Participant Media, Imagenation Abu Dhabi FZ",Promised Land
" Fox Atomic, 21 Laps Entertainment, Rocan Productions",The Rocker
" EuropaCorp, The Javelina Film Company",Three Burials
" 34th Street Films, Homegrown Pictures, Peeples Productions Inc.",Peeples
 Morgan Creek Entertainment,The In Crowd
" Columbia Pictures Corporation, Licht/Mueller Film Corporation, Team Todd",Idle Hands
" Sony Pictures Classics, Wild Bunch, Gravier Productions",Whatever Works
" Warner Bros., Silver Pictures",Kiss Kiss Bang Bang
" Metro-Goldwyn-Mayer (MGM), Lakeshore Entertainment, Daniel Bobker Productions",Blood and Chocolate
" Columbia Pictures Corporation, Blue Wolf Productions, Kasso Inc. Productions","Jacob, o Mentiroso"
" Mediapro, Versátil Cinema, Gravier Productions",You Will Meet a Tall Dark Stranger
" Les Films Alain Sarde, Asymmetrical Productions, Babbo Inc.",Mulholland Drive
" Filmax International, Canal+ España, Filmax Group",Transsiberian
" DNA Films, Film4, Fox Searchlight Pictures",Never Let Me Go
" Warner Bros., Producers Sales Organization (PSO), The Guber-Peters Company",The Clan of the Cave Bear
" Columbia Pictures Corporation, Green Moon Productions, Global Entertainment Productions GmbH & Company Medien KG",Loucos em Alabama
" TNT, Scott Free Productions, John Calley Productions",The Company            
" EuropaCorp, TF1 Films Production, Canal+",District B13
" Miramax, Woods Entertainment",Things to Do in Denver When You're Dead
" Central Motion Pictures, China Dream Film Culture Industry, Media Asia Films",The Assassin
" Celluloid Dreams, Halcyon Pictures, Tartan Films",Funny Games
 Universum Film (UFA),Metropolis
 Listen Film,Listening
" FilmFour, Good Machine, Gorilla Entertainment",Buffalo Soldiers
" Alliance Atlantis Communications, Icon Entertainment International, Icon Productions",A Viagem de Felícia
" Pathé Pictures International, UK Film Council, Warner Bros.",Centurion
" Sahamongkol Film International, Iyara Films",On-Bak 2
 Ren Film,The Return
" Algonquin Productions Limited, Cine Grande Corporation, Conquistador Entertainment","Waxman, o Atirador"
" Lakeshore Entertainment, Midnight Picture Show, GreeneStreet Films",The Midnight Meat Train
" Good Night Productions, Inferno Distribution, Destination Films",The Good Night
" Ironwood Films, Equinoxe Films, Industrial Development Corporation of South Africa",Winnie Mandela
" Millennium Films, Millennium Films, Hannibal Pictures",The Son of No One
" Atlantic Streamline, B.A. Filmproduktion, Dor Film Produktionsgesellschaft",All the Queen's Men
 Triggerfish Animation,Khumba
" Green Moon, Nu Boyana Viburno",Automata
" Jakubisko Film Slovakia, Eurofilm Stúdió, J&J Jakubisko Film",Bathory: Countess of Blood
" Skyline Films, Studio Hamburg WorldWide Pictures, Sweetpea Entertainment",Masmorras e Dragões 2
 Emperor Dragon Movies,Shinjuku Incident
" Taodue Film, Eat Movie, Mediaset","Francisco, O Papa do Povo"
" Warner Bros., Iron Horse Entertainment (II)",Magic Mike XXL
 Columbia Pictures Corporation,Groundhog Day
" Bazmark Films, Twentieth Century Fox",Romeo + Juliet
" Hugo Productions, Studio 37, TF1 Droits Audiovisuels",O Seu Nome era Sarah
" Warner Bros., Malpaso Productions",Unforgiven
 Paramount Pictures,Fatal Attraction
" Celador Films, Film4, Warner Bros.",Slumdog Millionaire
" Touchstone Pictures, Silver Screen Partners IV",Pretty Woman
 Production One,Freedom
 Old Firehall Productions,Towering Inferno            
" Zentropa Entertainments, Isabella Films B.V., Manderlay",Manderlay
" Arts Council of England, British Broadcasting Corporation (BBC), Film Council",Pandaemonium
" Paramount Pictures, Rimfire Films",Crocodile Dundee II
 Walt Disney Pictures,Cool Runnings
 Ixtlan,Born on the Fourth of July
 Lionsgate,My Bloody Valentine
 Eon Productions,The Spy Who Loved Me
" Reliance Entertainment, Vinod Chopra Productions",Broken Horses
" Tyler Perry Studios, Lionsgate",Good Deeds
" Walt Disney Pictures, Silver Screen Partners IV, Hybrid Productions Inc.",White Fang
 Rainforest Films,Stomp the Yard
" Alan David Management, Pilgrim Films & Television",Ghost Hunters            
" Phoenix Pictures, Canal+ Droits Audiovisuels, Original Film",Urban Legend
" Broadway Pictures, SNL Studios",Superstar
" New Line Cinema, Cube Vision, Flipside Entertainment",All About the Benjamins
" Big Idea Productions, DreamWorks Animation, Universal Cartoon Studios",Jonah: A VeggieTales Movie
" Columbia Pictures Corporation, New Deal Productions, Nickel",Poetic Justice
" DJ Films, Pathé, Film4",The Iron Lady
" Eddie Murphy Productions, Paramount Pictures",Vampire in Brooklyn
 Warner Bros.,Exorcist II: The Heretic
 Dimension Films,My Boss's Daughter
" Allan Zeman Productions, Midsummer Films, Remstar Productions",An American Haunting
" Rogue, Relativity Media, QED International",A Perfect Getaway
" Fox Searchlight Pictures, Sneak Preview Entertainment, Dune Entertainment",Our Family Wedding
" Paramount Pictures, MTV Productions, Pacific Western",Dead Man on Campus
" Cattleya, Cineritmo, Medusa Film",Chá com Mussolini
" Universal Pictures, 40 Acres & A Mule Filmworks, Child Hood Productions",Crooklyn
" Paramount Pictures, Spelling Films",Thinner
" Fox Searchlight Pictures, UTV Motion Pictures, Zahrlo Productions",I Think I Love My Wife
 Chartoff-Winkler Productions,"New York, New York"
" The Weinstein Company, Bold Films, Bobby",Bobby
" Paramount Pictures, Nickelodeon Movies, Anonymous Content",Fun Size
" New Line Cinema, Crystal Lake Entertainment, Friday X Productions",Jason X
" New Line Cinema, Bona Fide Productions, Standard Film Company",Little Children
" Pathé Renn Productions, France 3 Cinéma, The Kennedy/Marshall Company",The Diving Bell and the Butterfly
" Universal Pictures, Robert Simonds Productions",Head Over Heels
" Miramax, Punch 21 Productions, Groucho Film Partnership",A Walk on the Moon
" NPV Entertainment, Outlaw Productions (I), Village Roadshow Pictures",Gossip
" FIDCI, Ibex Films, Universal Pictures",Caravanas
" Ealing Studios, Fragile Films, Endgame Entertainment",Easy Virtue
" Focus Features, StudioCanal, Working Title Films",Catch a Fire
" Lost Soul Productions, Original Film",Soul Survivors
" Amusement Park Films, British Film Institute (BFI), Canal+",Mr. Turner
" F Comme Film, StudioCanal, France 2 Cinéma",As Ervas Daninhas
" Touchstone Pictures, Merchant Ivory Productions, Centre National de la Cinématographie (CNC)",Jefferson in Paris
" Fox Searchlight Pictures, Gilbert Films, Mirage Enterprises",Margaret
" Beijing Gallop Horse Film & TV Production, Media Asia Films, Zhejiang Dongyang Dragon Entertainment Venture Investment",Reino de Assassínos
" Canal+, K.G. Productions, KC Medien",Amen.
" Lionsgate, Roadside Attractions, QED International",The Lucky Ones
 Castle Rock Entertainment,Flipped
 Paramount Pictures,Clueless
" Boz Productions, Insight Film Studios, Helsing Releasing",Stan Helsing
" Focus Features, River Road Entertainment, Alberta Film Entertainment",Brokeback Mountain
" Focus Features, Vulcan Productions, Killer Films",Far from Heaven
" Fox Searchlight Pictures, Industry Entertainment, Walrus & Associates",Quills
" Sender Freies Berlin (SFB), Telewizja Polska (TVP), Zespol Filmowy ""Tor""",Dekalog            
" Paramount Pictures, United Artists, Metro-Goldwyn-Mayer (MGM)",Hot Tub Time Machine 2
" Constantin Film, Norddeutscher Rundfunk (NDR), Westdeutscher Rundfunk (WDR)",Downfall
" CBS Films, Film4, British Film Institute (BFI)",Seven Psychopaths
" Sogepaq, Sogecine, Himenóptero",The Sea Inside
" Touchstone Pictures, Silver Screen Partners III","Good Morning, Vietnam"
" Universal Pictures, Franchise Pictures, Jersey Shore",The Caveman's Valentine
" ATM Grupa S.A., HBO Polska",The Border            
" Film4, British Film Institute (BFI), Silver Reel",Debaixo da Pele
" TLG, Younggu-Art Movies",The Last Godfather
" Paramount Pictures, Scooter Braun Films, L.A. Reid Media",Justin Bieber: Never Say Never
" Fox Searchlight Pictures, Cross Creek Pictures, Protozoa Pictures",Black Swan
" Paramount Pictures, The Coppola Company",The Godfather: Part II
" Cort/Madden Productions, MTV Films",Save the Last Dance
" Twentieth Century Fox, Alcon Entertainment","Dude, Where's My Car?"
" New Line Cinema, Heron Communications, Smart Egg Pictures",A Nightmare on Elm Street 4: The Dream Master
" Morgan Creek Entertainment, Twentieth Century Fox",Young Guns
" Screen Gems, Olive Bridge Entertainment, Rainforest Films",About Last Night
" Columbia Pictures Corporation, Affirm Films, Roth Films",Miracles from Heaven
" Touchstone Pictures, Mad Chance, Jaret Entertainment",10 Things I Hate About You
" Chernin Entertainment, Crescendo Productions, Goldenlight Films",St. Vincent
" Columbia Pictures Corporation, Weimaraner Republic Pictures, Ombra Films",The Shallows
" BenderSpink, FilmEngine, Katalyst Films",The Butterfly Effect
" Revolution Studios, Bedlam Pictures, Frontier Pictures",The New Guy
" New Line Cinema, 3 Arts Entertainment",Loaded Weapon 1
" TriStar Pictures, Amen Ra Films, Zide-Perry Productions",The Big Hit
" Facilitator Films, Rainforest Films, Screen Gems",This Christmas
" MFF Feature Film Productions, New Faction Pictures, Nickelodeon Movies",Snow Day
" Nickelodeon Movies, Paramount Pictures, Rastar Pictures",Harriet the Spy
" Crystal Sky Worldwide, Triumph",Baby Geniuses
 Universal Pictures,Child's Play 2
" Dimension Films, Darkwoods Productions, The Weinstein Company",The Mist
" Screen Gems, Will Packer Productions",No Good Deed
" Astralwerks, Gramercy Pictures (I), Propaganda Films",Being John Malkovich
" Universal Pictures International (UPI), Universal Pictures, Film4",Ex Machina
" Screen Gems, C4 Pictures",Two Can Play That Game
" Relativity Media, Panay Films",Earth to Echo
" Touchstone Pictures, Ufland Productions",Crazy/Beautiful
" DreamWorks, Warner Bros., Malpaso Productions",Letters from Iwo Jima
" Canal+ Droits Audiovisuels, Pacific Western, Phoenix Pictures",Aventuras na Casa Branca
" Warner Bros., Spring Creek Pictures, Polish Brothers Construction",The Astronaut Farmer
" Element Pictures, Film 4, FilmNation Entertainment",Room
" Savoy Pictures, Polar Entertainment Corporation, Saul Zaentz Film Center",Serial Mom
,Del 1 - Män som hatar kvinnor            
" Gotham Entertainment Group, New Deal Productions",Woo
" Metro-Goldwyn-Mayer (MGM), Robert Simonds Productions",Dirty Work
" Dollface, FilmColony, Miramax",54
" Relativity Media, SkyLand Entertainment, Virgin Produced",21 & Over
" Edmonds Entertainment Group (EEG), Fox 2000 Pictures",Light It Up
" Bandeira Entertainment, Germ Free Productions, Touchstone Pictures",Bubble Boy
" FilmFour, HAL Films, Mirage Enterprises",Birthday Girl
" Focus Features, Depth of Field",Admission
" Phoenix Pictures, Alberta Film Entertainment, Battleplan Productions",Resurrecting the Champ
" Victoires International, Pirol Stiftung, Canal+","Paris, je t'aime"
" StudioCanal, The Montecito Picture Company, Outpost Studios",Chloe
" Yari Film Group Releasing, BDE Entertainment, Bob Yari Productions",Mafioso Quanto Baste...
" Miramax, New Line Cinema, Price Entertainment",Faithful
" Cinémaginaire Inc., Epithète Films, France 2 Cinéma",The Widow of Saint-Pierre
" Summit Entertainment, Mr. Mudd",The Perks of Being a Wallflower
" Warner Independent Pictures (WIP), Killer Films, Jack and Henry Productions Inc.",Infamous
" Lionsgate, Lakeshore Entertainment, Pantelion Films",The Vatican Tapes
" StudioCanal, Film4, UK Film Council",Attack the Block
" 3 Arts Entertainment, Ian Page Productions, New Line Cinema",Excessive Force
" TriStar Pictures, Stage 6 Films, Troika Pictures",The Call
" Alliance Atlantis Communications, Arts Council of England, British Broadcasting Corporation (BBC)",The Claim
" CJ Entertainment, Celltrion Entertainment, Frontier Works Comic",Battle for Incheon: Operation Chromite
 GK Films,In the Land of Blood and Honey
" Metro-Goldwyn-Mayer (MGM), The Best Picture Show Company, Cheyenne Enterprises",O Caçador de Crocodilos: Rota de Colisão
" Morgan Creek Entertainment, Davis-Films, August Entertainment",True Romance
" International Cinema Corporation (ICC), Ciné Trail, Belstar Productions",Quest for Fire
" EuropaCorp, Mad Chance, Consolidated Pictures Group",Eu Amo-te Phillip Morris
" New Line Cinema, Zupnik Cinema Group II, GGR",Glengarry Glen Ross
" Beacon Communications, Fine Line Features, Horsepower Films",The Emperor's Club
" Razor Film Produktion GmbH, Inforg Stúdió, Asap Films",Womb
" Fox Searchlight Pictures, Mundy Lane Entertainment",Antwone Fisher
" Hero Entertainment, Muse Productions, Stone Canyon Entertainment",The Killer Inside Me
" RKO Pictures, Universal Pictures",Cat People
" Metro-Goldwyn-Mayer (MGM), Sidney Kimmel Entertainment, Lars Productions",Lars and the Real Girl
" Miramax, BBC Films, Heyday Films",The Boy in the Striped Pajamas
" House Row Productions, Karz Entertainment, Summit Entertainment",Sorority Row
" Zentropa Entertainments, Trust Film Svenska, Film i Väst",Dancer in the Dark
 Selznick International Pictures,The Prisoner of Zenda
" Millennium Films, Paul Schiff Productions, Smartest Man Productions",Solitary Man
" October Films, MDP Worldwide, C&P Productions",The Funeral
" Australian Film Finance Corporation (AFFC), Dalton Films, Fox Searchlight Pictures",Oscar and Lucinda
" Overnight Films, Troublemaker Studios, Dune Entertainment III",Machete
" Universal Pictures, Sullivan Bluth Studios, U-Drive Productions",The Land Before Time
